id_empleado,nombre,depto,superior,marca,etiqueta
25,Gustav Klimt,Producción,Artemisia Gentileschi,2026-01-09 14:00:23,entrada
11,Frida Kahlo,Producción,Caravaggio,2026-01-09 14:00:28,salida
14,Edgar Degas,Producción,Caravaggio,2026-01-09 14:00:42,salida
20,Caravaggio,Producción,Rembrandt van Rijn,2026-01-09 14:08:10,salida
12,Édouard Manet,Producción,Caravaggio,2026-01-09 14:32:13,salida
3,Mary Cassatt,Administración,Claude Monet,2026-01-09 16:49:59,salida
7,Jackson Pollock,Ingeniería y Calidad,Leonardo da Vinci,2026-01-09 17:08:03,salida
6,Albrecht Dürer,Ingeniería y Calidad,Leonardo da Vinci,2026-01-09 17:14:34,salida
5,Leonardo da Vinci,Ingeniería y Calidad,Rembrandt van Rijn,2026-01-09 17:19:43,salida
4,Rembrandt van Rijn,Operaciones,Claude Monet,2026-01-09 17:31:13,salida
2,Johannes Vermeer,Administración,Claude Monet,2026-01-09 18:27:59,salida
1,Claude Monet,Dirección,N/A,2026-01-09 18:39:46,salida
32,Keith Haring,Producción,Vincent Van Gogh,2026-01-09 20:42:09,entrada
30,Andy Warhol,Producción,Vincent Van Gogh,2026-01-09 20:48:37,entrada
36,René Magritte,Producción,Vincent Van Gogh,2026-01-09 20:53:46,entrada
24,Joan Miró,Producción,Artemisia Gentileschi,2026-01-09 20:54:03,salida
29,Diego Velázquez,Producción,Artemisia Gentileschi,2026-01-09 20:59:52,salida
41,Piet Mondrian,Producción,Artemisia Gentileschi,2026-01-09 20:59:59,salida
31,Jean-Michel Basquiat,Producción,Vincent Van Gogh,2026-01-09 21:00:46,entrada
42,Salvador Dalí,Producción,Vincent Van Gogh,2026-01-09 21:07:51,entrada
25,Gustav Klimt,Producción,Artemisia Gentileschi,2026-01-09 21:08:13,salida
35,Tamara de Lempicka,Producción,Vincent Van Gogh,2026-01-09 21:12:11,entrada
26,Wassily Kandinsky,Producción,Artemisia Gentileschi,2026-01-09 21:12:39,salida
23,Henri Matisse,Producción,Artemisia Gentileschi,2026-01-09 21:18:57,salida
13,Auguste Renoir,Producción,Caravaggio,2026-01-10 05:34:49,entrada
30,Andy Warhol,Producción,Vincent Van Gogh,2026-01-10 05:47:55,salida
12,Édouard Manet,Producción,Caravaggio,2026-01-10 05:50:11,entrada
40,Georges Seurat,Producción,Caravaggio,2026-01-10 05:50:46,entrada
35,Tamara de Lempicka,Producción,Vincent Van Gogh,2026-01-10 05:51:20,salida
16,Francisco de Goya,Producción,Caravaggio,2026-01-10 05:52:31,entrada
10,Pablo Picasso,Producción,Caravaggio,2026-01-10 05:57:08,entrada
36,René Magritte,Producción,Vincent Van Gogh,2026-01-10 05:59:43,salida
32,Keith Haring,Producción,Vincent Van Gogh,2026-01-10 06:05:33,salida
42,Salvador Dalí,Producción,Vincent Van Gogh,2026-01-10 06:06:43,salida
11,Frida Kahlo,Producción,Caravaggio,2026-01-10 06:07:47,entrada
31,Jean-Michel Basquiat,Producción,Vincent Van Gogh,2026-01-10 06:11:57,salida
1,Claude Monet,Dirección,N/A,2026-01-10 07:28:21,entrada
2,Johannes Vermeer,Administración,Claude Monet,2026-01-10 08:28:20,entrada
13,Auguste Renoir,Producción,Caravaggio,2026-01-10 13:38:34,salida
28,Paul Cézanne,Producción,Artemisia Gentileschi,2026-01-10 13:46:42,entrada
24,Joan Miró,Producción,Artemisia Gentileschi,2026-01-10 13:51:11,entrada
25,Gustav Klimt,Producción,Artemisia Gentileschi,2026-01-10 13:54:47,entrada
23,Henri Matisse,Producción,Artemisia Gentileschi,2026-01-10 13:55:19,entrada
29,Diego Velázquez,Producción,Artemisia Gentileschi,2026-01-10 13:57:42,entrada
41,Piet Mondrian,Producción,Artemisia Gentileschi,2026-01-10 13:59:21,entrada
16,Francisco de Goya,Producción,Caravaggio,2026-01-10 14:01:44,salida
40,Georges Seurat,Producción,Caravaggio,2026-01-10 14:07:38,salida
10,Pablo Picasso,Producción,Caravaggio,2026-01-10 14:15:55,salida
12,Édouard Manet,Producción,Caravaggio,2026-01-10 14:19:48,salida
11,Frida Kahlo,Producción,Caravaggio,2026-01-10 14:22:40,salida
1,Claude Monet,Dirección,N/A,2026-01-10 18:24:03,salida
2,Johannes Vermeer,Administración,Claude Monet,2026-01-10 19:11:21,salida
35,Tamara de Lempicka,Producción,Vincent Van Gogh,2026-01-10 20:41:31,entrada
34,El Greco,Producción,Vincent Van Gogh,2026-01-10 20:49:01,entrada
36,René Magritte,Producción,Vincent Van Gogh,2026-01-10 20:50:52,entrada
31,Jean-Michel Basquiat,Producción,Vincent Van Gogh,2026-01-10 20:58:49,entrada
42,Salvador Dalí,Producción,Vincent Van Gogh,2026-01-10 20:58:55,entrada
22,Vincent Van Gogh,Producción,Rembrandt van Rijn,2026-01-10 21:01:37,entrada
24,Joan Miró,Producción,Artemisia Gentileschi,2026-01-10 21:01:46,salida
41,Piet Mondrian,Producción,Artemisia Gentileschi,2026-01-10 21:04:19,salida
30,Andy Warhol,Producción,Vincent Van Gogh,2026-01-10 21:05:25,entrada
23,Henri Matisse,Producción,Artemisia Gentileschi,2026-01-10 21:06:27,salida
28,Paul Cézanne,Producción,Artemisia Gentileschi,2026-01-10 21:08:37,salida
25,Gustav Klimt,Producción,Artemisia Gentileschi,2026-01-10 21:10:21,salida
29,Diego Velázquez,Producción,Artemisia Gentileschi,2026-01-10 21:18:26,salida
40,Georges Seurat,Producción,Caravaggio,2026-01-11 05:38:30,entrada
15,Georgia O'Keeffe,Producción,Caravaggio,2026-01-11 05:43:09,entrada
31,Jean-Michel Basquiat,Producción,Vincent Van Gogh,2026-01-11 05:46:45,salida
36,René Magritte,Producción,Vincent Van Gogh,2026-01-11 05:51:56,salida
16,Francisco de Goya,Producción,Caravaggio,2026-01-11 05:53:43,entrada
10,Pablo Picasso,Producción,Caravaggio,2026-01-11 05:58:42,entrada
12,Édouard Manet,Producción,Caravaggio,2026-01-11 05:59:14,entrada
22,Vincent Van Gogh,Producción,Rembrandt van Rijn,2026-01-11 06:04:27,salida
11,Frida Kahlo,Producción,Caravaggio,2026-01-11 06:05:41,entrada
34,El Greco,Producción,Vincent Van Gogh,2026-01-11 06:12:42,salida
35,Tamara de Lempicka,Producción,Vincent Van Gogh,2026-01-11 06:16:39,salida
42,Salvador Dalí,Producción,Vincent Van Gogh,2026-01-11 06:18:47,salida
30,Andy Warhol,Producción,Vincent Van Gogh,2026-01-11 06:33:10,salida
24,Joan Miró,Producción,Artemisia Gentileschi,2026-01-11 13:43:47,entrada
41,Piet Mondrian,Producción,Artemisia Gentileschi,2026-01-11 13:48:12,entrada
28,Paul Cézanne,Producción,Artemisia Gentileschi,2026-01-11 13:52:05,entrada
23,Henri Matisse,Producción,Artemisia Gentileschi,2026-01-11 13:54:36,entrada
21,Artemisia Gentileschi,Producción,Rembrandt van Rijn,2026-01-11 13:55:01,entrada
29,Diego Velázquez,Producción,Artemisia Gentileschi,2026-01-11 13:59:32,entrada
12,Édouard Manet,Producción,Caravaggio,2026-01-11 14:04:29,salida
27,Edvard Munch,Producción,Artemisia Gentileschi,2026-01-11 14:05:55,entrada
16,Francisco de Goya,Producción,Caravaggio,2026-01-11 14:06:00,salida
15,Georgia O'Keeffe,Producción,Caravaggio,2026-01-11 14:09:05,salida
40,Georges Seurat,Producción,Caravaggio,2026-01-11 14:17:59,salida
11,Frida Kahlo,Producción,Caravaggio,2026-01-11 14:19:09,salida
10,Pablo Picasso,Producción,Caravaggio,2026-01-11 14:36:53,salida
30,Andy Warhol,Producción,Vincent Van Gogh,2026-01-11 20:45:06,entrada
36,René Magritte,Producción,Vincent Van Gogh,2026-01-11 20:46:58,entrada
41,Piet Mondrian,Producción,Artemisia Gentileschi,2026-01-11 20:53:49,salida
34,El Greco,Producción,Vincent Van Gogh,2026-01-11 20:55:09,entrada
22,Vincent Van Gogh,Producción,Rembrandt van Rijn,2026-01-11 20:55:57,entrada
35,Tamara de Lempicka,Producción,Vincent Van Gogh,2026-01-11 20:57:26,entrada
42,Salvador Dalí,Producción,Vincent Van Gogh,2026-01-11 21:01:21,entrada
28,Paul Cézanne,Producción,Artemisia Gentileschi,2026-01-11 21:05:52,salida
33,Hieronymus Bosch,Producción,Vincent Van Gogh,2026-01-11 21:08:38,entrada
29,Diego Velázquez,Producción,Artemisia Gentileschi,2026-01-11 21:09:11,salida
27,Edvard Munch,Producción,Artemisia Gentileschi,2026-01-11 21:09:39,salida
21,Artemisia Gentileschi,Producción,Rembrandt van Rijn,2026-01-11 21:09:43,salida
23,Henri Matisse,Producción,Artemisia Gentileschi,2026-01-11 21:10:01,salida
24,Joan Miró,Producción,Artemisia Gentileschi,2026-01-11 21:13:23,salida
20,Caravaggio,Producción,Rembrandt van Rijn,2026-01-12 05:46:08,entrada
35,Tamara de Lempicka,Producción,Vincent Van Gogh,2026-01-12 05:53:25,salida
16,Francisco de Goya,Producción,Caravaggio,2026-01-12 05:55:59,entrada
22,Vincent Van Gogh,Producción,Rembrandt van Rijn,2026-01-12 05:57:35,salida
14,Edgar Degas,Producción,Caravaggio,2026-01-12 06:00:09,entrada
33,Hieronymus Bosch,Producción,Vincent Van Gogh,2026-01-12 06:02:14,salida
40,Georges Seurat,Producción,Caravaggio,2026-01-12 06:03:11,entrada
10,Pablo Picasso,Producción,Caravaggio,2026-01-12 06:04:12,entrada
15,Georgia O'Keeffe,Producción,Caravaggio,2026-01-12 06:04:18,entrada
36,René Magritte,Producción,Vincent Van Gogh,2026-01-12 06:07:59,salida
11,Frida Kahlo,Producción,Caravaggio,2026-01-12 06:11:29,entrada
42,Salvador Dalí,Producción,Vincent Van Gogh,2026-01-12 06:11:50,salida
34,El Greco,Producción,Vincent Van Gogh,2026-01-12 06:12:31,salida
30,Andy Warhol,Producción,Vincent Van Gogh,2026-01-12 06:19:34,salida
4,Rembrandt van Rijn,Operaciones,Claude Monet,2026-01-12 07:02:12,entrada
2,Johannes Vermeer,Administración,Claude Monet,2026-01-12 07:43:21,entrada
1,Claude Monet,Dirección,N/A,2026-01-12 07:52:22,entrada
6,Albrecht Dürer,Ingeniería y Calidad,Leonardo da Vinci,2026-01-12 07:55:43,entrada
7,Jackson Pollock,Ingeniería y Calidad,Leonardo da Vinci,2026-01-12 07:57:18,entrada
3,Mary Cassatt,Administración,Claude Monet,2026-01-12 07:58:43,entrada
5,Leonardo da Vinci,Ingeniería y Calidad,Rembrandt van Rijn,2026-01-12 08:02:24,entrada
27,Edvard Munch,Producción,Artemisia Gentileschi,2026-01-12 13:35:39,entrada
41,Piet Mondrian,Producción,Artemisia Gentileschi,2026-01-12 13:42:19,entrada
26,Wassily Kandinsky,Producción,Artemisia Gentileschi,2026-01-12 13:44:45,entrada
21,Artemisia Gentileschi,Producción,Rembrandt van Rijn,2026-01-12 13:49:12,entrada
23,Henri Matisse,Producción,Artemisia Gentileschi,2026-01-12 13:54:54,entrada
29,Diego Velázquez,Producción,Artemisia Gentileschi,2026-01-12 13:56:13,entrada
28,Paul Cézanne,Producción,Artemisia Gentileschi,2026-01-12 13:59:15,entrada
14,Edgar Degas,Producción,Caravaggio,2026-01-12 14:01:20,salida
10,Pablo Picasso,Producción,Caravaggio,2026-01-12 14:01:52,salida
16,Francisco de Goya,Producción,Caravaggio,2026-01-12 14:03:36,salida
11,Frida Kahlo,Producción,Caravaggio,2026-01-12 14:06:27,salida
40,Georges Seurat,Producción,Caravaggio,2026-01-12 14:08:21,salida
20,Caravaggio,Producción,Rembrandt van Rijn,2026-01-12 14:12:31,salida
15,Georgia O'Keeffe,Producción,Caravaggio,2026-01-12 14:26:10,salida
5,Leonardo da Vinci,Ingeniería y Calidad,Rembrandt van Rijn,2026-01-12 17:02:34,salida
7,Jackson Pollock,Ingeniería y Calidad,Leonardo da Vinci,2026-01-12 17:03:28,salida
6,Albrecht Dürer,Ingeniería y Calidad,Leonardo da Vinci,2026-01-12 17:04:14,salida
4,Rembrandt van Rijn,Operaciones,Claude Monet,2026-01-12 17:04:42,salida
3,Mary Cassatt,Administración,Claude Monet,2026-01-12 17:14:11,salida
2,Johannes Vermeer,Administración,Claude Monet,2026-01-12 17:29:19,salida
1,Claude Monet,Dirección,N/A,2026-01-12 18:25:34,salida
22,Vincent Van Gogh,Producción,Rembrandt van Rijn,2026-01-12 20:33:54,entrada
34,El Greco,Producción,Vincent Van Gogh,2026-01-12 20:48:35,entrada
21,Artemisia Gentileschi,Producción,Rembrandt van Rijn,2026-01-12 20:57:26,salida
32,Keith Haring,Producción,Vincent Van Gogh,2026-01-12 21:00:29,entrada
26,Wassily Kandinsky,Producción,Artemisia Gentileschi,2026-01-12 21:00:31,salida
28,Paul Cézanne,Producción,Artemisia Gentileschi,2026-01-12 21:04:57,salida
41,Piet Mondrian,Producción,Artemisia Gentileschi,2026-01-12 21:07:17,salida
35,Tamara de Lempicka,Producción,Vincent Van Gogh,2026-01-12 21:08:18,entrada
27,Edvard Munch,Producción,Artemisia Gentileschi,2026-01-12 21:13:27,salida
33,Hieronymus Bosch,Producción,Vincent Van Gogh,2026-01-12 21:14:57,entrada
29,Diego Velázquez,Producción,Artemisia Gentileschi,2026-01-12 21:15:51,salida
23,Henri Matisse,Producción,Artemisia Gentileschi,2026-01-12 21:16:40,salida
13,Auguste Renoir,Producción,Caravaggio,2026-01-13 05:48:48,entrada
14,Edgar Degas,Producción,Caravaggio,2026-01-13 05:54:09,entrada
40,Georges Seurat,Producción,Caravaggio,2026-01-13 05:54:31,entrada
10,Pablo Picasso,Producción,Caravaggio,2026-01-13 05:56:42,entrada
16,Francisco de Goya,Producción,Caravaggio,2026-01-13 06:03:37,entrada
32,Keith Haring,Producción,Vincent Van Gogh,2026-01-13 06:10:34,salida
15,Georgia O'Keeffe,Producción,Caravaggio,2026-01-13 06:14:44,entrada
20,Caravaggio,Producción,Rembrandt van Rijn,2026-01-13 06:14:58,entrada
22,Vincent Van Gogh,Producción,Rembrandt van Rijn,2026-01-13 06:16:55,salida
34,El Greco,Producción,Vincent Van Gogh,2026-01-13 06:18:01,salida
33,Hieronymus Bosch,Producción,Vincent Van Gogh,2026-01-13 06:20:47,salida
35,Tamara de Lempicka,Producción,Vincent Van Gogh,2026-01-13 06:21:27,salida
7,Jackson Pollock,Ingeniería y Calidad,Leonardo da Vinci,2026-01-13 07:01:53,entrada
4,Rembrandt van Rijn,Operaciones,Claude Monet,2026-01-13 07:02:58,entrada
5,Leonardo da Vinci,Ingeniería y Calidad,Rembrandt van Rijn,2026-01-13 07:30:49,entrada
3,Mary Cassatt,Administración,Claude Monet,2026-01-13 07:47:03,entrada
1,Claude Monet,Dirección,N/A,2026-01-13 07:55:04,entrada
6,Albrecht Dürer,Ingeniería y Calidad,Leonardo da Vinci,2026-01-13 08:01:03,entrada
2,Johannes Vermeer,Administración,Claude Monet,2026-01-13 08:07:14,entrada
40,Georges Seurat,Producción,Caravaggio,2026-01-13 13:51:25,salida
10,Pablo Picasso,Producción,Caravaggio,2026-01-13 14:01:48,salida
20,Caravaggio,Producción,Rembrandt van Rijn,2026-01-13 14:02:08,salida
14,Edgar Degas,Producción,Caravaggio,2026-01-13 14:03:29,salida
16,Francisco de Goya,Producción,Caravaggio,2026-01-13 14:09:25,salida
13,Auguste Renoir,Producción,Caravaggio,2026-01-13 14:15:18,salida
15,Georgia O'Keeffe,Producción,Caravaggio,2026-01-13 14:19:19,salida
5,Leonardo da Vinci,Ingeniería y Calidad,Rembrandt van Rijn,2026-01-13 16:57:29,salida
3,Mary Cassatt,Administración,Claude Monet,2026-01-13 17:12:21,salida
2,Johannes Vermeer,Administración,Claude Monet,2026-01-13 17:14:12,salida
6,Albrecht Dürer,Ingeniería y Calidad,Leonardo da Vinci,2026-01-13 17:16:34,salida
4,Rembrandt van Rijn,Operaciones,Claude Monet,2026-01-13 17:24:35,salida
1,Claude Monet,Dirección,N/A,2026-01-13 18:15:05,salida
7,Jackson Pollock,Ingeniería y Calidad,Leonardo da Vinci,2026-01-13 19:01:10,salida
32,Keith Haring,Producción,Vincent Van Gogh,2026-01-13 20:36:55,entrada
34,El Greco,Producción,Vincent Van Gogh,2026-01-13 20:45:05,entrada
31,Jean-Michel Basquiat,Producción,Vincent Van Gogh,2026-01-13 20:48:48,entrada
33,Hieronymus Bosch,Producción,Vincent Van Gogh,2026-01-13 20:52:43,entrada
22,Vincent Van Gogh,Producción,Rembrandt van Rijn,2026-01-13 20:53:59,entrada
13,Auguste Renoir,Producción,Caravaggio,2026-01-14 05:47:31,entrada
14,Edgar Degas,Producción,Caravaggio,2026-01-14 05:53:23,entrada
20,Caravaggio,Producción,Rembrandt van Rijn,2026-01-14 05:58:36,entrada
32,Keith Haring,Producción,Vincent Van Gogh,2026-01-14 06:06:19,salida
31,Jean-Michel Basquiat,Producción,Vincent Van Gogh,2026-01-14 06:07:27,salida
15,Georgia O'Keeffe,Producción,Caravaggio,2026-01-14 06:07:41,entrada
12,Édouard Manet,Producción,Caravaggio,2026-01-14 06:09:42,entrada
34,El Greco,Producción,Vincent Van Gogh,2026-01-14 06:11:44,salida
22,Vincent Van Gogh,Producción,Rembrandt van Rijn,2026-01-14 06:17:18,salida
33,Hieronymus Bosch,Producción,Vincent Van Gogh,2026-01-14 06:18:17,salida
7,Jackson Pollock,Ingeniería y Calidad,Leonardo da Vinci,2026-01-14 06:55:06,entrada
4,Rembrandt van Rijn,Operaciones,Claude Monet,2026-01-14 06:56:13,entrada
2,Johannes Vermeer,Administración,Claude Monet,2026-01-14 07:52:37,entrada
6,Albrecht Dürer,Ingeniería y Calidad,Leonardo da Vinci,2026-01-14 07:55:46,entrada
3,Mary Cassatt,Administración,Claude Monet,2026-01-14 07:56:12,entrada
5,Leonardo da Vinci,Ingeniería y Calidad,Rembrandt van Rijn,2026-01-14 08:02:47,entrada
1,Claude Monet,Dirección,N/A,2026-01-14 08:07:10,entrada
14,Edgar Degas,Producción,Caravaggio,2026-01-14 13:57:47,salida
15,Georgia O'Keeffe,Producción,Caravaggio,2026-01-14 14:03:26,salida
13,Auguste Renoir,Producción,Caravaggio,2026-01-14 14:12:53,salida
20,Caravaggio,Producción,Rembrandt van Rijn,2026-01-14 14:16:12,salida
12,Édouard Manet,Producción,Caravaggio,2026-01-14 14:29:43,salida
6,Albrecht Dürer,Ingeniería y Calidad,Leonardo da Vinci,2026-01-14 16:57:54,salida
2,Johannes Vermeer,Administración,Claude Monet,2026-01-14 16:59:05,salida
4,Rembrandt van Rijn,Operaciones,Claude Monet,2026-01-14 17:10:07,salida
3,Mary Cassatt,Administración,Claude Monet,2026-01-14 17:11:48,salida
5,Leonardo da Vinci,Ingeniería y Calidad,Rembrandt van Rijn,2026-01-14 17:11:50,salida
1,Claude Monet,Dirección,N/A,2026-01-14 18:13:10,salida
7,Jackson Pollock,Ingeniería y Calidad,Leonardo da Vinci,2026-01-14 19:06:37,salida
30,Andy Warhol,Producción,Vincent Van Gogh,2026-01-14 20:54:01,entrada
36,René Magritte,Producción,Vincent Van Gogh,2026-01-14 20:54:14,entrada
31,Jean-Michel Basquiat,Producción,Vincent Van Gogh,2026-01-14 20:54:24,entrada
42,Salvador Dalí,Producción,Vincent Van Gogh,2026-01-14 21:00:31,entrada
33,Hieronymus Bosch,Producción,Vincent Van Gogh,2026-01-14 21:01:01,entrada
32,Keith Haring,Producción,Vincent Van Gogh,2026-01-14 21:04:37,entrada
12,Édouard Manet,Producción,Caravaggio,2026-01-15 05:44:27,entrada
14,Edgar Degas,Producción,Caravaggio,2026-01-15 05:45:33,entrada
20,Caravaggio,Producción,Rembrandt van Rijn,2026-01-15 05:51:30,entrada
13,Auguste Renoir,Producción,Caravaggio,2026-01-15 05:59:01,entrada
11,Frida Kahlo,Producción,Caravaggio,2026-01-15 06:00:38,entrada
33,Hieronymus Bosch,Producción,Vincent Van Gogh,2026-01-15 06:10:11,salida
36,René Magritte,Producción,Vincent Van Gogh,2026-01-15 06:17:19,salida
32,Keith Haring,Producción,Vincent Van Gogh,2026-01-15 06:18:13,salida
30,Andy Warhol,Producción,Vincent Van Gogh,2026-01-15 06:20:31,salida
31,Jean-Michel Basquiat,Producción,Vincent Van Gogh,2026-01-15 06:20:54,salida
42,Salvador Dalí,Producción,Vincent Van Gogh,2026-01-15 06:35:39,salida
7,Jackson Pollock,Ingeniería y Calidad,Leonardo da Vinci,2026-01-15 06:49:00,entrada
4,Rembrandt van Rijn,Operaciones,Claude Monet,2026-01-15 06:52:47,entrada
6,Albrecht Dürer,Ingeniería y Calidad,Leonardo da Vinci,2026-01-15 07:46:29,entrada
2,Johannes Vermeer,Administración,Claude Monet,2026-01-15 07:50:41,entrada
5,Leonardo da Vinci,Ingeniería y Calidad,Rembrandt van Rijn,2026-01-15 08:02:59,entrada
1,Claude Monet,Dirección,N/A,2026-01-15 08:03:09,entrada
3,Mary Cassatt,Administración,Claude Monet,2026-01-15 08:06:19,entrada
23,Henri Matisse,Producción,Artemisia Gentileschi,2026-01-15 13:45:21,entrada
12,Édouard Manet,Producción,Caravaggio,2026-01-15 13:50:48,salida
25,Gustav Klimt,Producción,Artemisia Gentileschi,2026-01-15 13:53:37,entrada
24,Joan Miró,Producción,Artemisia Gentileschi,2026-01-15 13:55:58,entrada
41,Piet Mondrian,Producción,Artemisia Gentileschi,2026-01-15 13:58:57,entrada
26,Wassily Kandinsky,Producción,Artemisia Gentileschi,2026-01-15 14:00:14,entrada
20,Caravaggio,Producción,Rembrandt van Rijn,2026-01-15 14:00:30,salida
29,Diego Velázquez,Producción,Artemisia Gentileschi,2026-01-15 14:05:13,entrada
13,Auguste Renoir,Producción,Caravaggio,2026-01-15 14:05:59,salida
11,Frida Kahlo,Producción,Caravaggio,2026-01-15 14:06:02,salida
14,Edgar Degas,Producción,Caravaggio,2026-01-15 14:16:23,salida
6,Albrecht Dürer,Ingeniería y Calidad,Leonardo da Vinci,2026-01-15 16:49:43,salida
4,Rembrandt van Rijn,Operaciones,Claude Monet,2026-01-15 17:08:54,salida
3,Mary Cassatt,Administración,Claude Monet,2026-01-15 17:13:32,salida
5,Leonardo da Vinci,Ingeniería y Calidad,Rembrandt van Rijn,2026-01-15 17:17:03,salida
2,Johannes Vermeer,Administración,Claude Monet,2026-01-15 17:17:15,salida
1,Claude Monet,Dirección,N/A,2026-01-15 18:07:14,salida
7,Jackson Pollock,Ingeniería y Calidad,Leonardo da Vinci,2026-01-15 19:12:12,salida
36,René Magritte,Producción,Vincent Van Gogh,2026-01-15 20:52:28,entrada
31,Jean-Michel Basquiat,Producción,Vincent Van Gogh,2026-01-15 20:52:40,entrada
25,Gustav Klimt,Producción,Artemisia Gentileschi,2026-01-15 20:52:57,salida
30,Andy Warhol,Producción,Vincent Van Gogh,2026-01-15 20:54:14,entrada
26,Wassily Kandinsky,Producción,Artemisia Gentileschi,2026-01-15 20:54:23,salida
35,Tamara de Lempicka,Producción,Vincent Van Gogh,2026-01-15 20:57:33,entrada
42,Salvador Dalí,Producción,Vincent Van Gogh,2026-01-15 21:02:30,entrada
29,Diego Velázquez,Producción,Artemisia Gentileschi,2026-01-15 21:04:02,salida
32,Keith Haring,Producción,Vincent Van Gogh,2026-01-15 21:05:03,entrada
23,Henri Matisse,Producción,Artemisia Gentileschi,2026-01-15 21:08:23,salida
41,Piet Mondrian,Producción,Artemisia Gentileschi,2026-01-15 21:16:43,salida
24,Joan Miró,Producción,Artemisia Gentileschi,2026-01-15 21:19:36,salida
13,Auguste Renoir,Producción,Caravaggio,2026-01-16 05:54:19,entrada
10,Pablo Picasso,Producción,Caravaggio,2026-01-16 05:54:38,entrada
16,Francisco de Goya,Producción,Caravaggio,2026-01-16 05:56:33,entrada
40,Georges Seurat,Producción,Caravaggio,2026-01-16 05:58:58,entrada
12,Édouard Manet,Producción,Caravaggio,2026-01-16 05:59:33,entrada
11,Frida Kahlo,Producción,Caravaggio,2026-01-16 06:05:10,entrada
31,Jean-Michel Basquiat,Producción,Vincent Van Gogh,2026-01-16 06:05:23,salida
35,Tamara de Lempicka,Producción,Vincent Van Gogh,2026-01-16 06:09:37,salida
30,Andy Warhol,Producción,Vincent Van Gogh,2026-01-16 06:13:00,salida
42,Salvador Dalí,Producción,Vincent Van Gogh,2026-01-16 06:13:42,salida
36,René Magritte,Producción,Vincent Van Gogh,2026-01-16 06:14:06,salida
32,Keith Haring,Producción,Vincent Van Gogh,2026-01-16 06:22:14,salida
4,Rembrandt van Rijn,Operaciones,Claude Monet,2026-01-16 06:42:24,entrada
5,Leonardo da Vinci,Ingeniería y Calidad,Rembrandt van Rijn,2026-01-16 07:45:12,entrada
7,Jackson Pollock,Ingeniería y Calidad,Leonardo da Vinci,2026-01-16 07:46:40,entrada
1,Claude Monet,Dirección,N/A,2026-01-16 07:47:12,entrada
6,Albrecht Dürer,Ingeniería y Calidad,Leonardo da Vinci,2026-01-16 07:48:02,entrada
2,Johannes Vermeer,Administración,Claude Monet,2026-01-16 07:52:32,entrada
3,Mary Cassatt,Administración,Claude Monet,2026-01-16 08:07:14,entrada
28,Paul Cézanne,Producción,Artemisia Gentileschi,2026-01-16 13:48:13,entrada
24,Joan Miró,Producción,Artemisia Gentileschi,2026-01-16 13:48:58,entrada
41,Piet Mondrian,Producción,Artemisia Gentileschi,2026-01-16 13:50:33,entrada
23,Henri Matisse,Producción,Artemisia Gentileschi,2026-01-16 13:53:02,entrada
11,Frida Kahlo,Producción,Caravaggio,2026-01-16 13:55:22,salida
29,Diego Velázquez,Producción,Artemisia Gentileschi,2026-01-16 13:57:48,entrada
25,Gustav Klimt,Producción,Artemisia Gentileschi,2026-01-16 14:00:00,entrada
40,Georges Seurat,Producción,Caravaggio,2026-01-16 14:03:24,salida
10,Pablo Picasso,Producción,Caravaggio,2026-01-16 14:05:21,salida
16,Francisco de Goya,Producción,Caravaggio,2026-01-16 14:06:50,salida
12,Édouard Manet,Producción,Caravaggio,2026-01-16 14:12:53,salida
13,Auguste Renoir,Producción,Caravaggio,2026-01-16 14:13:38,salida
5,Leonardo da Vinci,Ingeniería y Calidad,Rembrandt van Rijn,2026-01-16 17:03:22,salida
6,Albrecht Dürer,Ingeniería y Calidad,Leonardo da Vinci,2026-01-16 17:06:14,salida
2,Johannes Vermeer,Administración,Claude Monet,2026-01-16 17:06:36,salida
4,Rembrandt van Rijn,Operaciones,Claude Monet,2026-01-16 17:11:17,salida
7,Jackson Pollock,Ingeniería y Calidad,Leonardo da Vinci,2026-01-16 17:16:50,salida
3,Mary Cassatt,Administración,Claude Monet,2026-01-16 17:20:03,salida
1,Claude Monet,Dirección,N/A,2026-01-16 18:12:04,salida
31,Jean-Michel Basquiat,Producción,Vincent Van Gogh,2026-01-16 20:44:07,entrada
35,Tamara de Lempicka,Producción,Vincent Van Gogh,2026-01-16 20:51:21,entrada
30,Andy Warhol,Producción,Vincent Van Gogh,2026-01-16 20:51:22,entrada
22,Vincent Van Gogh,Producción,Rembrandt van Rijn,2026-01-16 20:54:56,entrada
42,Salvador Dalí,Producción,Vincent Van Gogh,2026-01-16 20:55:52,entrada
41,Piet Mondrian,Producción,Artemisia Gentileschi,2026-01-16 21:00:38,salida
23,Henri Matisse,Producción,Artemisia Gentileschi,2026-01-16 21:00:44,salida
34,El Greco,Producción,Vincent Van Gogh,2026-01-16 21:08:52,entrada
36,René Magritte,Producción,Vincent Van Gogh,2026-01-16 21:10:29,entrada
28,Paul Cézanne,Producción,Artemisia Gentileschi,2026-01-16 21:13:58,salida
29,Diego Velázquez,Producción,Artemisia Gentileschi,2026-01-16 21:15:58,salida
25,Gustav Klimt,Producción,Artemisia Gentileschi,2026-01-16 21:18:55,salida
24,Joan Miró,Producción,Artemisia Gentileschi,2026-01-16 21:32:27,salida
16,Francisco de Goya,Producción,Caravaggio,2026-01-17 05:37:17,entrada
